CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees,Day,Month,Year
2000-12-22,8.0,7.0,7.0,7.0,5.0,3.0,100.0,82.0,71.0,1006,1002,1000,10.0,9.0,7.0,34,23,47.0,0.0,6.0,Rain,144,22,December,2000
2000-12-23,9.0,7.0,6.0,6.0,6.0,4.0,100.0,90.0,71.0,1007,1005,1002,10.0,9.0,5.0,23,10,,0.0,6.0,Rain,186,23,December,2000
2000-12-24,10.0,8.0,7.0,7.0,6.0,4.0,100.0,89.0,76.0,1002,998,997,10.0,9.0,4.0,24,11,,0.0,6.0,Rain,186,24,December,2000
2000-12-25,9.0,7.0,6.0,7.0,6.0,4.0,100.0,88.0,81.0,1002,999,997,10.0,9.0,5.0,23,13,,0.0,6.0,Rain,213,25,December,2000
2000-12-26,9.0,7.0,5.0,7.0,5.0,4.0,100.0,89.0,76.0,998,996,994,10.0,8.0,5.0,23,11,,0.0,6.0,Rain,220,26,December,2000
2000-12-28,9.0,6.0,3.0,6.0,3.0,-3.0,100.0,81.0,57.0,1012,1008,1003,10.0,9.0,5.0,34,21,,0.0,5.0,Rain,234,28,December,2000
2000-12-30,10.0,7.0,4.0,7.0,2.0,-3.0,93.0,68.0,50.0,1020,1010,1003,10.0,10.0,7.0,48,27,53.0,0.0,4.0,Rain,306,30,December,2000
2001-01-01,10.0,7.0,4.0,9.0,6.0,3.0,100.0,89.0,81.0,1017,1011,1007,10.0,9.0,3.0,26,11,,0.0,6.0,Rain,204,1,January,2001
2001-01-03,9.0,7.0,6.0,6.0,5.0,4.0,93.0,83.0,71.0,1021,1018,1016,10.0,10.0,10.0,26,19,,0.0,5.0,Rain,219,3,January,2001
2001-01-04,11.0,9.0,7.0,9.0,7.0,4.0,100.0,83.0,67.0,1021,1018,1014,10.0,9.0,7.0,32,18,,0.0,4.0,Rain,221,4,January,2001
2001-01-05,14.0,10.0,6.0,13.0,9.0,4.0,100.0,93.0,82.0,1019,1011,1006,10.0,8.0,4.0,27,10,,0.0,6.0,Rain,212,5,January,2001
2001-01-06,13.0,9.0,6.0,11.0,4.0,0.0,100.0,76.0,54.0,1014,1009,1005,10.0,10.0,7.0,32,16,,0.0,6.0,Rain,262,6,January,2001
2001-01-09,4.0,1.0,-2.0,4.0,1.0,-2.0,100.0,94.0,75.0,1020,1016,1014,10.0,6.0,2.0,11,5,,0.0,6.0,Rain,354,9,January,2001
2001-01-10,10.0,7.0,3.0,9.0,6.0,3.0,100.0,98.0,87.0,1017,1015,1013,10.0,5.0,3.0,21,5,,0.0,6.0,Rain,337,10,January,2001
2001-01-11,11.0,8.0,5.0,9.0,7.0,5.0,100.0,90.0,76.0,1013,1010,1007,10.0,9.0,6.0,27,16,,0.0,6.0,Rain,170,11,January,2001
2001-01-12,9.0,7.0,6.0,7.0,6.0,4.0,100.0,93.0,81.0,1013,1009,1007,10.0,9.0,5.0,16,6,,0.0,5.0,Rain,14,12,January,2001
2001-01-16,8.0,6.0,4.0,5.0,4.0,2.0,100.0,89.0,71.0,1018,1017,1017,10.0,9.0,6.0,21,8,,0.0,6.0,Rain,214,16,January,2001
2001-01-17,8.0,4.0,2.0,5.0,3.0,2.0,100.0,85.0,71.0,1022,1021,1018,10.0,9.0,0.0,21,6,,0.0,3.0,Fog,213,17,January,2001
2001-01-18,9.0,7.0,5.0,6.0,4.0,3.0,100.0,89.0,71.0,1022,1016,1012,10.0,8.0,3.0,27,11,,0.0,6.0,Rain,208,18,January,2001
2001-01-19,10.0,6.0,1.0,4.0,2.0,-1.0,100.0,79.0,47.0,1027,1022,1014,10.0,9.0,2.0,26,6,,0.0,2.0,Fog,271,19,January,2001
2001-01-23,13.0,10.0,7.0,10.0,9.0,7.0,100.0,91.0,82.0,1020,1018,1016,10.0,8.0,2.0,34,18,,0.0,6.0,Rain,215,23,January,2001
2001-01-24,12.0,10.0,8.0,10.0,7.0,5.0,94.0,83.0,67.0,1016,1013,1011,10.0,9.0,3.0,32,23,48.0,0.0,5.0,Rain,224,24,January,2001
2001-01-25,9.0,7.0,5.0,6.0,3.0,-1.0,87.0,77.0,53.0,1018,1015,1012,10.0,10.0,7.0,32,24,,0.0,3.0,Rain,240,25,January,2001
2001-01-26,10.0,6.0,2.0,9.0,4.0,1.0,94.0,90.0,81.0,1019,1016,1010,10.0,9.0,7.0,34,18,,0.0,5.0,Rain,216,26,January,2001
2001-01-27,11.0,8.0,5.0,10.0,7.0,2.0,100.0,84.0,58.0,1016,1012,1008,10.0,10.0,10.0,32,16,,0.0,5.0,Rain,260,27,January,2001
2001-02-05,10.0,8.0,6.0,9.0,7.0,4.0,100.0,89.0,81.0,1022,1020,1019,10.0,8.0,1.0,23,11,,0.0,6.0,Rain,200,5,February,2001
2001-02-07,10.0,8.0,6.0,7.0,6.0,2.0,100.0,84.0,66.0,1012,1008,1005,10.0,9.0,6.0,42,19,,0.0,6.0,Rain,187,7,February,2001
2001-02-08,9.0,7.0,6.0,5.0,3.0,-1.0,93.0,77.0,54.0,1021,1013,1009,10.0,10.0,5.0,35,21,,0.0,6.0,Rain,256,8,February,2001
2001-02-11,17.0,11.0,5.0,9.0,7.0,5.0,100.0,82.0,52.0,1039,1037,1036,10.0,7.0,3.0,10,5,,0.0,3.0,Fog,320,11,February,2001
2001-02-12,17.0,9.0,2.0,8.0,6.0,2.0,100.0,81.0,52.0,1037,1035,1032,9.0,6.0,3.0,10,5,,0.0,0.0,Fog,350,12,February,2001
2001-02-15,12.0,8.0,5.0,6.0,3.0,1.0,87.0,74.0,50.0,1029,1025,1022,10.0,10.0,9.0,24,14,,0.0,4.0,Rain,35,15,February,2001
2001-02-19,11.0,6.0,1.0,0.0,-1.0,-3.0,93.0,62.0,41.0,1032,1030,1029,10.0,10.0,7.0,19,10,,0.0,4.0,Snow,37,19,February,2001
2001-03-01,6.0,4.0,3.0,5.0,2.0,-4.0,100.0,84.0,53.0,1009,1005,1001,10.0,8.0,3.0,19,11,,0.0,6.0,Rain,241,1,March,2001
2001-03-02,14.0,9.0,4.0,11.0,8.0,4.0,100.0,90.0,77.0,1000,991,965,10.0,7.0,3.0,40,19,60.0,0.0,6.0,Rain-Thunderstorm,230,2,March,2001
2001-03-03,14.0,11.0,9.0,9.0,8.0,6.0,93.0,81.0,63.0,1004,999,996,10.0,9.0,3.0,47,26,64.0,0.0,5.0,Rain,217,3,March,2001
2001-03-04,13.0,11.0,9.0,11.0,9.0,6.0,100.0,87.0,71.0,1008,1005,1003,10.0,9.0,4.0,37,21,,0.0,7.0,Rain,204,4,March,2001
2001-03-05,15.0,12.0,10.0,11.0,10.0,9.0,100.0,87.0,72.0,1017,1014,1008,10.0,10.0,8.0,19,11,,0.0,6.0,Rain,199,5,March,2001
2001-03-06,21.0,16.0,11.0,13.0,11.0,8.0,100.0,78.0,43.0,1017,1015,1013,10.0,10.0,5.0,39,11,,0.0,6.0,Rain,207,6,March,2001
2001-03-07,15.0,12.0,9.0,13.0,11.0,7.0,100.0,89.0,82.0,1017,1014,1010,10.0,9.0,5.0,21,10,,0.0,5.0,Rain-Thunderstorm,194,7,March,2001
2001-03-08,13.0,10.0,8.0,9.0,7.0,5.0,94.0,80.0,67.0,1015,1014,1012,10.0,10.0,10.0,35,23,53.0,0.0,4.0,Rain,241,8,March,2001
2001-03-12,15.0,12.0,9.0,11.0,8.0,1.0,100.0,78.0,58.0,1020,1016,1015,10.0,9.0,4.0,29,11,,0.0,4.0,Rain,256,12,March,2001
2001-03-16,14.0,9.0,5.0,8.0,4.0,2.0,93.0,70.0,51.0,1010,1008,1007,10.0,10.0,9.0,35,13,53.0,0.0,6.0,Rain,208,16,March,2001
2001-03-25,13.0,10.0,7.0,7.0,5.0,2.0,93.0,72.0,47.0,1010,1009,1008,10.0,10.0,3.0,34,16,,0.0,4.0,Rain,228,25,March,2001
2001-03-26,13.0,9.0,6.0,8.0,6.0,4.0,100.0,83.0,58.0,1010,1008,1006,10.0,10.0,4.0,27,11,58.0,0.0,5.0,Rain,191,26,March,2001
2001-03-27,14.0,8.0,3.0,8.0,4.0,-4.0,100.0,77.0,29.0,1014,1013,1010,10.0,7.0,0.0,21,5,,0.0,5.0,Fog,222,27,March,2001
2001-04-17,21.0,14.0,8.0,10.0,4.0,1.0,94.0,56.0,30.0,1014,1012,1008,10.0,9.0,4.0,32,11,,0.0,5.0,Rain-Thunderstorm,17,17,April,2001
2001-04-18,15.0,11.0,8.0,10.0,7.0,6.0,100.0,81.0,55.0,1013,1012,1011,10.0,9.0,5.0,16,6,,0.0,5.0,Rain,36,18,April,2001
2001-04-29,18.0,12.0,7.0,10.0,4.0,-1.0,88.0,64.0,28.0,1015,1010,1004,10.0,10.0,5.0,29,6,,0.0,6.0,Rain,227,29,April,2001
2001-05-01,11.0,7.0,3.0,6.0,2.0,-1.0,93.0,76.0,50.0,1013,1012,1011,10.0,9.0,3.0,24,8,,0.0,6.0,Rain,358,1,May,2001
2001-05-02,11.0,6.0,2.0,5.0,3.0,0.0,100.0,80.0,47.0,1023,1013,1011,10.0,8.0,0.0,34,6,,0.0,6.0,Fog,167,2,May,2001
2001-05-04,14.0,8.0,3.0,8.0,3.0,1.0,93.0,71.0,41.0,1012,1010,1008,10.0,10.0,9.0,14,8,,0.0,3.0,Rain,355,4,May,2001
2001-05-08,19.0,13.0,7.0,10.0,6.0,1.0,94.0,65.0,30.0,1019,1017,1014,10.0,10.0,5.0,24,10,,0.0,5.0,Rain,22,8,May,2001
2001-05-09,16.0,12.0,9.0,9.0,6.0,3.0,100.0,72.0,52.0,1016,1014,1012,10.0,9.0,5.0,23,6,,0.0,5.0,Rain,121,9,May,2001
2001-05-14,15.0,13.0,11.0,10.0,6.0,1.0,94.0,63.0,41.0,1013,1012,1011,10.0,10.0,8.0,23,11,,0.0,5.0,Rain,216,14,May,2001
2001-05-20,22.0,17.0,13.0,17.0,12.0,6.0,100.0,75.0,41.0,1019,1017,1016,10.0,10.0,9.0,21,5,,0.0,6.0,Rain,231,20,May,2001
2001-06-09,25.0,20.0,15.0,13.0,9.0,0.0,88.0,53.0,19.0,1014,1012,1011,10.0,10.0,10.0,21,14,,0.0,5.0,Rain,243,9,June,2001
2001-06-10,23.0,18.0,13.0,14.0,11.0,6.0,100.0,70.0,35.0,1021,1015,1012,10.0,10.0,8.0,27,11,,0.0,4.0,Rain,46,10,June,2001
2001-07-02,36.0,27.0,19.0,10.0,6.0,2.0,43.0,27.0,12.0,1023,1021,1018,10.0,10.0,10.0,27,6,,0.0,2.0,Thunderstorm,68,2,July,2001
2001-07-06,23.0,18.0,14.0,11.0,7.0,3.0,77.0,49.0,29.0,1017,1013,1011,10.0,10.0,10.0,24,16,,0.0,5.0,Rain,268,6,July,2001
2001-07-09,26.0,20.0,15.0,14.0,9.0,5.0,94.0,50.0,28.0,1018,1016,1014,10.0,10.0,7.0,19,10,,0.0,4.0,Rain,359,9,July,2001
2001-07-29,32.0,24.0,18.0,15.0,12.0,8.0,78.0,45.0,22.0,1021,1019,1018,10.0,10.0,10.0,19,11,,0.0,2.0,Rain-Thunderstorm,96,29,July,2001
2001-08-13,34.0,27.0,21.0,16.0,11.0,3.0,61.0,41.0,14.0,1019,1016,1012,10.0,9.0,8.0,32,8,,0.0,4.0,Thunderstorm,102,13,August,2001
2001-08-14,33.0,26.0,18.0,15.0,12.0,8.0,77.0,48.0,22.0,1018,1016,1013,10.0,10.0,10.0,27,11,,0.0,2.0,Thunderstorm,229,14,August,2001
2001-08-15,30.0,24.0,19.0,17.0,11.0,4.0,83.0,44.0,19.0,1019,1017,1015,10.0,10.0,10.0,21,8,,0.0,5.0,Rain,263,15,August,2001
2001-09-03,31.0,24.0,18.0,15.0,12.0,8.0,78.0,52.0,29.0,1017,1016,1013,10.0,10.0,8.0,23,6,,0.0,3.0,Thunderstorm,96,3,September,2001
2001-09-21,25.0,21.0,17.0,14.0,13.0,10.0,82.0,63.0,41.0,1017,1015,1012,10.0,10.0,9.0,21,8,,0.0,4.0,Rain,166,21,September,2001
2001-09-22,21.0,17.0,14.0,16.0,12.0,7.0,100.0,74.0,40.0,1013,1008,1004,10.0,9.0,6.0,26,10,,0.0,5.0,Rain,197,22,September,2001
2001-09-24,21.0,17.0,14.0,13.0,10.0,5.0,94.0,65.0,42.0,1019,1014,1011,10.0,10.0,8.0,26,11,,0.0,6.0,Rain,251,24,September,2001
2001-09-28,19.0,16.0,13.0,15.0,12.0,8.0,100.0,75.0,55.0,1016,1014,1013,10.0,9.0,4.0,23,8,,0.0,6.0,Rain,175,28,September,2001
2001-10-06,18.0,16.0,14.0,16.0,14.0,11.0,100.0,87.0,72.0,1017,1016,1015,10.0,8.0,2.0,21,8,,0.0,5.0,Rain,200,6,October,2001
2001-10-08,16.0,14.0,13.0,13.0,11.0,8.0,88.0,79.0,67.0,1019,1017,1015,10.0,10.0,9.0,26,14,,0.0,6.0,Rain,218,8,October,2001
2001-10-12,20.0,17.0,12.0,16.0,14.0,9.0,100.0,83.0,60.0,1026,1024,1021,10.0,10.0,9.0,35,10,,0.0,6.0,Rain,122,12,October,2001
2001-10-13,19.0,14.0,11.0,12.0,11.0,9.0,100.0,79.0,56.0,1026,1024,1022,10.0,10.0,8.0,13,5,,0.0,5.0,Rain,166,13,October,2001
2001-10-14,20.0,14.0,9.0,12.0,11.0,8.0,100.0,79.0,49.0,1025,1023,1021,10.0,8.0,0.0,13,5,,0.0,4.0,Fog,156,14,October,2001
2001-10-17,21.0,17.0,13.0,14.0,12.0,10.0,94.0,76.0,52.0,1022,1018,1014,10.0,10.0,5.0,37,11,,0.0,5.0,Rain,176,17,October,2001
2001-10-18,18.0,14.0,12.0,15.0,13.0,11.0,100.0,92.0,77.0,1017,1015,1012,10.0,9.0,2.0,23,6,,0.0,6.0,Rain,157,18,October,2001
2001-10-19,17.0,13.0,11.0,14.0,12.0,10.0,100.0,89.0,72.0,1011,1008,1005,10.0,9.0,1.0,42,18,64.0,0.0,6.0,Rain-Thunderstorm,173,19,October,2001
2001-10-20,13.0,11.0,9.0,11.0,9.0,7.0,100.0,88.0,77.0,1012,1007,1004,10.0,10.0,7.0,24,10,,0.0,5.0,Rain,204,20,October,2001
2001-10-23,18.0,14.0,11.0,13.0,10.0,7.0,94.0,75.0,49.0,1028,1023,1019,10.0,10.0,10.0,23,8,,0.0,3.0,Rain,231,23,October,2001
2001-10-28,23.0,17.0,12.0,13.0,12.0,11.0,100.0,75.0,50.0,1027,1024,1021,10.0,10.0,10.0,14,8,,0.0,6.0,Rain,347,28,October,2001
2001-11-03,16.0,11.0,6.0,8.0,6.0,3.0,87.0,72.0,48.0,1030,1028,1026,10.0,10.0,7.0,10,5,,0.0,4.0,Rain-Thunderstorm,355,3,November,2001
2001-11-04,13.0,10.0,8.0,10.0,9.0,7.0,100.0,91.0,77.0,1026,1024,1022,10.0,9.0,5.0,10,5,,0.0,5.0,Rain-Thunderstorm,9,4,November,2001
2001-11-15,7.0,2.0,-2.0,2.0,-4.0,-9.0,93.0,63.0,36.0,1018,1017,1016,10.0,10.0,8.0,27,10,,0.0,6.0,Rain,28,15,November,2001
2001-11-17,8.0,4.0,2.0,5.0,2.0,1.0,93.0,83.0,71.0,1024,1023,1022,10.0,9.0,7.0,11,3,,0.0,6.0,Rain,37,17,November,2001
2001-11-18,8.0,4.0,2.0,4.0,3.0,1.0,100.0,87.0,71.0,1023,1021,1020,10.0,9.0,4.0,10,3,,0.0,5.0,Rain,302,18,November,2001
2001-12-01,4.0,1.0,-1.0,4.0,2.0,-2.0,100.0,97.0,93.0,1025,1024,1022,6.0,2.0,0.0,8,3,,0.0,3.0,Fog,25,1,December,2001
2001-12-02,12.0,6.0,-1.0,4.0,2.0,-2.0,100.0,88.0,54.0,1024,1022,1021,6.0,1.0,0.0,8,5,,0.0,3.0,Fog,355,2,December,2001
2001-12-04,11.0,4.0,-1.0,5.0,1.0,-1.0,100.0,92.0,62.0,1031,1029,1027,7.0,3.0,0.0,8,2,,0.0,2.0,Fog,124,4,December,2001
2001-12-05,14.0,6.0,-3.0,5.0,1.0,-4.0,100.0,87.0,48.0,1032,1031,1029,6.0,3.0,0.0,8,2,,0.0,2.0,Fog,359,5,December,2001
2001-12-23,3.0,1.0,0.0,1.0,-1.0,-5.0,100.0,88.0,65.0,1013,1011,1009,10.0,6.0,2.0,23,6,,0.0,6.0,Rain-Snow,17,23,December,2001
2001-12-29,2.0,-2.0,-5.0,1.0,-2.0,-6.0,100.0,93.0,81.0,1026,1022,1020,6.0,3.0,0.0,6,3,,0.0,6.0,Fog,12,29,December,2001
2001-12-30,6.0,1.0,-3.0,3.0,0.0,-3.0,100.0,91.0,61.0,1020,1018,1017,10.0,5.0,0.0,8,2,,0.0,4.0,Fog-Rain,355,30,December,2001
2001-12-31,10.0,7.0,3.0,9.0,6.0,3.0,100.0,96.0,87.0,1022,1019,1018,10.0,7.0,2.0,8,3,,0.0,5.0,Rain,342,31,December,2001
2002-01-01,10.0,8.0,7.0,8.0,7.0,5.0,100.0,90.0,76.0,1026,1024,1022,10.0,10.0,10.0,19,5,,0.0,6.0,Rain,143,1,January,2002
2002-01-02,8.0,7.0,6.0,7.0,6.0,5.0,100.0,91.0,81.0,1026,1023,1021,10.0,9.0,6.0,23,8,,0.0,6.0,Rain,120,2,January,2002
2002-01-03,11.0,8.0,6.0,9.0,7.0,6.0,100.0,94.0,82.0,1021,1019,1017,10.0,9.0,2.0,21,5,42.0,0.0,6.0,Rain,287,3,January,2002
2002-01-07,8.0,3.0,-2.0,3.0,0.0,-2.0,100.0,84.0,53.0,1029,1025,1022,10.0,7.0,1.0,6,2,,0.0,2.0,Fog,353,7,January,2002
2002-01-13,8.0,6.0,4.0,7.0,6.0,4.0,100.0,95.0,87.0,1033,1031,1029,9.0,4.0,1.0,14,3,,0.0,7.0,Rain,137,13,January,2002
2002-01-14,11.0,7.0,3.0,7.0,5.0,2.0,100.0,92.0,62.0,1031,1029,1028,8.0,2.0,0.0,11,3,,0.0,3.0,Fog,188,14,January,2002
2002-01-15,7.0,3.0,-1.0,4.0,2.0,-1.0,100.0,94.0,76.0,1028,1026,1024,10.0,4.0,0.0,8,3,,0.0,4.0,Fog-Rain,11,15,January,2002
2002-01-16,11.0,3.0,-3.0,4.0,0.0,-3.0,100.0,82.0,50.0,1028,1026,1025,10.0,7.0,1.0,26,6,,0.0,1.0,Fog,43,16,January,2002
2002-01-17,10.0,3.0,-3.0,5.0,1.0,-3.0,100.0,82.0,58.0,1027,1025,1022,10.0,10.0,10.0,13,5,,0.0,6.0,Rain,318,17,January,2002
2002-01-19,9.0,4.0,1.0,5.0,2.0,0.0,100.0,88.0,66.0,1030,1027,1025,10.0,9.0,7.0,6,3,,0.0,6.0,Rain,359,19,January,2002
2002-01-21,11.0,4.0,-1.0,6.0,2.0,-2.0,100.0,84.0,58.0,1030,1025,1019,10.0,9.0,5.0,21,6,32.0,0.0,3.0,Rain,260,21,January,2002
2002-01-22,8.0,4.0,2.0,5.0,3.0,1.0,100.0,85.0,71.0,1026,1023,1020,10.0,8.0,0.0,19,11,35.0,0.0,4.0,Fog,222,22,January,2002
2002-01-23,11.0,8.0,5.0,9.0,7.0,4.0,100.0,89.0,76.0,1022,1015,1011,10.0,8.0,5.0,29,10,45.0,0.0,6.0,Rain,233,23,January,2002
2002-01-25,9.0,4.0,-1.0,5.0,2.0,-2.0,100.0,94.0,76.0,1032,1029,1028,5.0,2.0,0.0,11,5,,0.0,3.0,Fog,43,25,January,2002
2002-01-26,8.0,6.0,4.0,7.0,5.0,3.0,100.0,93.0,81.0,1034,1032,1031,10.0,5.0,0.0,10,3,,0.0,6.0,Fog,1,26,January,2002
2002-02-03,12.0,6.0,1.0,8.0,2.0,-2.0,93.0,76.0,50.0,1027,1024,1023,10.0,10.0,6.0,19,8,,0.0,6.0,Rain,333,3,February,2002
2002-02-10,13.0,7.0,2.0,8.0,6.0,2.0,100.0,91.0,72.0,1027,1026,1024,9.0,5.0,0.0,11,5,21.0,0.0,1.0,Fog,360,10,February,2002
2002-02-11,13.0,8.0,4.0,8.0,6.0,3.0,100.0,91.0,67.0,1026,1025,1024,9.0,5.0,1.0,11,3,,0.0,3.0,Fog,348,11,February,2002
2002-02-27,13.0,6.0,-1.0,8.0,4.0,-1.0,100.0,81.0,54.0,1022,1020,1018,10.0,8.0,1.0,21,8,39.0,0.0,6.0,Fog,235,27,February,2002
2002-03-01,11.0,8.0,5.0,7.0,4.0,0.0,93.0,74.0,54.0,1010,1007,1005,10.0,10.0,5.0,26,11,50.0,0.0,5.0,Rain,239,1,March,2002
2002-03-03,6.0,3.0,0.0,4.0,0.0,-3.0,100.0,81.0,61.0,1015,1013,1011,10.0,9.0,7.0,21,8,,0.0,7.0,Rain,41,3,March,2002
2002-03-04,9.0,7.0,4.0,5.0,3.0,3.0,100.0,85.0,66.0,1013,1010,1008,10.0,10.0,10.0,19,5,,0.0,6.0,Rain,84,4,March,2002
2002-03-12,17.0,13.0,10.0,6.0,4.0,2.0,66.0,55.0,42.0,1014,1011,1009,10.0,10.0,10.0,29,10,35.0,0.0,4.0,Rain,173,12,March,2002
2002-03-13,13.0,10.0,7.0,7.0,4.0,3.0,87.0,70.0,58.0,1009,1007,1005,10.0,9.0,3.0,35,14,63.0,0.0,6.0,Rain,188,13,March,2002
2002-03-14,11.0,8.0,6.0,7.0,6.0,4.0,93.0,84.0,71.0,1010,1006,1005,10.0,9.0,3.0,50,19,72.0,0.0,6.0,Rain-Thunderstorm,199,14,March,2002
2002-03-15,13.0,9.0,6.0,8.0,6.0,3.0,100.0,83.0,51.0,1014,1012,1010,10.0,8.0,3.0,24,13,40.0,0.0,5.0,Rain,200,15,March,2002
2002-03-16,10.0,8.0,6.0,8.0,7.0,5.0,100.0,90.0,76.0,1014,1011,1009,10.0,9.0,7.0,11,5,35.0,0.0,6.0,Rain,156,16,March,2002
2002-03-17,9.0,4.0,1.0,7.0,4.0,1.0,100.0,89.0,71.0,1019,1017,1014,10.0,6.0,0.0,23,8,48.0,0.0,5.0,Fog-Rain,217,17,March,2002
2002-03-20,21.0,13.0,7.0,11.0,9.0,6.0,100.0,81.0,43.0,1031,1029,1028,8.0,3.0,0.0,10,3,,0.0,5.0,Fog,10,20,March,2002
2002-04-02,17.0,12.0,8.0,6.0,2.0,-1.0,82.0,50.0,30.0,1014,1010,1007,10.0,10.0,10.0,21,8,24.0,0.0,5.0,Rain,89,2,April,2002
2002-04-03,11.0,8.0,6.0,8.0,1.0,-3.0,93.0,62.0,41.0,1012,1007,1005,10.0,10.0,10.0,37,16,42.0,0.0,5.0,Rain,298,3,April,2002
2002-04-05,15.0,7.0,-1.0,10.0,2.0,-2.0,94.0,72.0,48.0,1012,1008,1003,10.0,9.0,8.0,19,6,40.0,0.0,4.0,Rain,231,5,April,2002
2002-04-06,11.0,9.0,7.0,10.0,6.0,4.0,100.0,83.0,67.0,1002,1001,999,10.0,10.0,3.0,27,14,34.0,0.0,5.0,Rain,196,6,April,2002
2002-04-07,14.0,9.0,4.0,6.0,4.0,2.0,93.0,76.0,47.0,1007,1004,1001,10.0,9.0,2.0,50,10,40.0,0.0,5.0,Rain-Thunderstorm,177,7,April,2002
2002-04-11,10.0,7.0,4.0,5.0,3.0,2.0,100.0,79.0,58.0,998,992,990,10.0,10.0,9.0,23,11,,0.0,6.0,Rain,41,11,April,2002
2002-04-12,14.0,9.0,5.0,9.0,6.0,4.0,93.0,80.0,59.0,1002,995,990,10.0,9.0,7.0,32,16,,0.0,6.0,Rain,21,12,April,2002
2002-05-02,16.0,11.0,7.0,4.0,1.0,-7.0,76.0,51.0,22.0,1012,1011,1009,10.0,10.0,10.0,40,14,63.0,0.0,4.0,Rain,312,2,May,2002
2002-05-05,15.0,10.0,6.0,8.0,4.0,-1.0,93.0,68.0,44.0,1020,1018,1016,10.0,10.0,7.0,21,5,,0.0,7.0,Rain-Thunderstorm,82,5,May,2002
2002-05-06,10.0,7.0,4.0,8.0,5.0,2.0,93.0,83.0,71.0,1017,1014,1011,10.0,9.0,5.0,14,10,,0.0,5.0,Rain,28,6,May,2002
2002-05-07,11.0,8.0,6.0,8.0,6.0,5.0,100.0,83.0,71.0,1012,1008,1007,10.0,10.0,8.0,24,11,,0.0,6.0,Rain,26,7,May,2002
2002-05-08,10.0,8.0,7.0,9.0,8.0,6.0,100.0,93.0,82.0,1008,1007,1005,10.0,7.0,5.0,14,6,,0.0,6.0,Rain,191,8,May,2002
2002-05-09,16.0,12.0,9.0,10.0,8.0,6.0,94.0,81.0,59.0,1014,1010,1008,10.0,9.0,6.0,24,6,,0.0,6.0,Rain,360,9,May,2002
2002-05-17,23.0,18.0,14.0,10.0,7.0,2.0,77.0,50.0,30.0,1019,1015,1013,10.0,10.0,7.0,35,18,53.0,0.0,5.0,Rain,226,17,May,2002
2002-05-22,20.0,17.0,12.0,13.0,7.0,3.0,88.0,55.0,35.0,1011,1006,1005,10.0,10.0,10.0,37,19,48.0,0.0,6.0,Rain,239,22,May,2002
2002-06-04,23.0,18.0,14.0,11.0,7.0,3.0,82.0,47.0,33.0,1011,1008,1006,10.0,10.0,10.0,37,14,63.0,0.0,4.0,Rain,233,4,June,2002
2002-06-05,20.0,17.0,12.0,12.0,7.0,-3.0,94.0,61.0,24.0,1011,1007,1005,10.0,10.0,10.0,40,23,48.0,0.0,5.0,Rain,286,5,June,2002
2002-06-06,16.0,13.0,10.0,11.0,6.0,2.0,100.0,65.0,39.0,1015,1011,1010,10.0,9.0,3.0,29,13,52.0,0.0,4.0,Rain,308,6,June,2002
2002-06-07,21.0,13.0,6.0,12.0,7.0,5.0,100.0,67.0,40.0,1017,1015,1013,10.0,10.0,10.0,27,11,39.0,0.0,4.0,Rain,272,7,June,2002
2002-06-19,30.0,25.0,20.0,16.0,11.0,8.0,65.0,42.0,27.0,1020,1019,1017,10.0,10.0,10.0,16,6,,0.0,6.0,Rain,67,19,June,2002
2002-06-26,36.0,29.0,22.0,17.0,11.0,6.0,69.0,38.0,16.0,1024,1019,1014,10.0,9.0,8.0,35,16,52.0,0.0,4.0,Thunderstorm,110,26,June,2002
2002-06-30,29.0,22.0,15.0,15.0,11.0,8.0,88.0,56.0,27.0,1019,1017,1015,10.0,10.0,8.0,37,10,27.0,0.0,4.0,Rain-Thunderstorm,23,30,June,2002
2002-07-01,25.0,19.0,14.0,14.0,12.0,10.0,100.0,70.0,39.0,1019,1016,1014,10.0,10.0,10.0,13,6,,0.0,5.0,Rain,26,1,July,2002
2002-07-08,31.0,24.0,19.0,18.0,12.0,3.0,94.0,48.0,20.0,1016,1015,1012,10.0,9.0,6.0,29,14,,0.0,4.0,Rain-Thunderstorm,206,8,July,2002
2002-07-23,26.0,20.0,14.0,16.0,10.0,7.0,83.0,51.0,34.0,1022,1020,1018,10.0,10.0,7.0,23,11,27.0,0.0,3.0,Rain-Thunderstorm,349,23,July,2002
2002-08-27,24.0,18.0,13.0,12.0,9.0,5.0,88.0,59.0,31.0,1021,1019,1018,10.0,10.0,10.0,27,10,39.0,0.0,4.0,Rain,1,27,August,2002
2002-09-08,22.0,19.0,16.0,12.0,11.0,9.0,72.0,58.0,46.0,1015,1013,1011,10.0,10.0,10.0,29,11,42.0,0.0,5.0,Rain,240,8,September,2002
